1	lowercaselogin	1	1	1190764954	0	0
2	string	1	1	1190764964	0	0
3	integer	1	1	1190764973	0	0
4	fqdn	1	1	1190764983	0	0
5	email	1	1	1190764992	0	0
6	encryptedpasswd	1	1	1190765001	0	0
7	on/off	1	1	1190765011	0	0
8	yes/no	1	1	1190765023	0	0
9	word	1	1	1190765031	0	0
10	megabytes	1	1	1190765041	0	0
11	ip	1	1	1190765050	0	0
12	ipv6	1	1	1190765060	0	0
13	extselect	1	1	1192558075	0	0
